Numero_OC,Proveedor,Partida_Presupuestal,Descripcion_de_la_Partida_ Presupuestal,Concepto,Cantidad_Ordenada,UM, Monto_Total_Sin_IVA ,Fundamentacion_legal
22B0609,GUILLERMO HUERTA MARTINEZ,29101,Herramientas menores,"Llave acodada de 12 puntas, 55 mm, alta palanca",2,PZ,6094.00,ADJUDICACION DIRECTA-ART 42
22B0609,GUILLERMO HUERTA MARTINEZ,29101,Herramientas menores,Barra para llaves acodadas sin cola alta 27HL1B,2,PZ,4778.00,ADJUDICACION DIRECTA-ART 42
22B0609,GUILLERMO HUERTA MARTINEZ,29101,Herramientas menores,Barra para llaves acodadas sin cola alta 27HL2B,2,PZ,5092.00,ADJUDICACION DIRECTA-ART 42
22B0610,"FERRESUIN, S.A. DE C.V.",24801,Materiales complementarios,Lorenzetti regaderas para banio multi temperatura,2,PZ,2190.00,ADJUDICACION DIRECTA-ART 42
22B0611,"FERRESUIN, S.A. DE C.V.",24601,Materialelectrico y electronico,SUJETACABLE (CINCHO) DE0.25 X 14.2 CM. COLOR BL,2000,PZ,4200.00,ADJUDICACION DIRECTA-ART 42
22B0612,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,BALERO 6205 ZZ C3,20,PZ,1840.00,ADJUDICACION DIRECTA-ART 42
22B0612,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,BALERO 6214-ZZ-C3,6,PZ,5460.00,ADJUDICACION DIRECTA-ART 42
22B0612,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,RETEN 48 X 68 X 10,3,PZ,288.00,ADJUDICACION DIRECTA-ART 42
22B0612,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,Correa dentada Gates 1050-5MGT-15,4,PZ,2760.00,ADJUDICACION DIRECTA-ART 42
22B0613,"LUBRICANTES INDUSTRIALES ABAMEX, S",26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de produccion",ACEITE VACTRA OIL No 2,208,LT,41584.44,ADJUDICACION DIRECTA-ART 42
22B0614,RODRIGO MANZO FOYO,21201,Materiales y utiles de impresion y reproduccion,PAPEL PARA COPIADORA (XEROX) T/CARTA (500 PZAS.),700,PQ,76790.00,ADJUDICACION DIRECTA-ART 42
22B0615,"MUNCHMEYER-CALDERON, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,DEDO PARA PRENSA MRV-150PARA SUERTE DE $ .50,1100,PZ,79200.00,ADJUDICACION DIRECTA-ART 42
22B0615,"MUNCHMEYER-CALDERON, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,DEDO P/PRENSA MRV-150(SUERTE $ 1.00),2700,PZ,194400.00,ADJUDICACION DIRECTA-ART 42
22B0615,"MUNCHMEYER-CALDERON, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,DEDO P/PRENSA MRV-150(SUERTE $ 2.00),1500,PZ,108000.00,ADJUDICACION DIRECTA-ART 42
22B0615,"MUNCHMEYER-CALDERON, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,DEDO P/PRENSA MRV-150(SUERTE $ 5.00),950,PZ,68400.00,ADJUDICACION DIRECTA-ART 42
22B0615,"MUNCHMEYER-CALDERON, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,DEDO P/PRENSA MRV-150(SUERTE $ 10.00),450,PZ,32400.00,ADJUDICACION DIRECTA-ART 42
22B0615,"MUNCHMEYER-CALDERON, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,DEDOS $20 MRV-200(DISENO 2020),900,PZ,79461.00,ADJUDICACION DIRECTA-ART 42
22B0615,"MUNCHMEYER-CALDERON, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,DEDOS $20 MRV-300(DISENO 2020),300,PZ,33597.00,ADJUDICACION DIRECTA-ART 42
22B0616,BEBIDAS PURIFICADAS S. DE R.L. DE C.V.,22104,Productos alimenticios para el personal en las instalaciones de las dependencia,AGUA PURIFICADA DE CUALQUIER MARCA ( 600 ML.),120,CJ,10800.00,ADJUDICACION DIRECTA-ART 42
22B0617,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,"Tornillo de acero inoxidable de 5/16""-18x 1-3/4""",20,PZ,178.00,ADJUDICACION DIRECTA-ART 42
22B0617,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,"Tuerca de acero inoxidable 5/16"" -18",20,PZ,112.00,ADJUDICACION DIRECTA-ART 42
22B0617,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,"Tornillo tipo coche de acero inox 1/2""x3"" con tu",20,PZ,900.00,ADJUDICACION DIRECTA-ART 42
22B0618,MARIA GRISELDA RAMIREZ RODRIGUEZ,26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de produccion",ANTICONGELANTE CAT. CC-2795 FLEETGUARD(PLANTA EM,200,LT,15890.00,ADJUDICACION DIRECTA-ART 42
22B0619,LUIS MIGUEL HERNANDEZ BANDA,25101,Productos quimicos basicos,ALCOHOL DE CANA,300,LT,18750.00,ADJUDICACION DIRECTA-ART 42
22B0620,RODRIGO MANZO FOYO,21101,Materiales y utiles de oficina,NAVAJA PARA CUTTER DE 18MM. 8 FILOS (10 PZAS),12,PQ,1518.00,ADJUDICACION DIRECTA-ART 42
22B0620,RODRIGO MANZO FOYO,21101,Materiales y utiles de oficina,CARTULINA OPALINA GRUESA DE 57 X 87 CM. X 0.27,20,PZ,1500.00,ADJUDICACION DIRECTA-ART 42
22B0620,RODRIGO MANZO FOYO,21101,Materiales y utiles de oficina,CARTON ILUSTRACION (T99)DE 75 X 1.02 CM. X 1.5 M,20,PZ,1180.00,ADJUDICACION DIRECTA-ART 42
22B0621,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,CANDADO MOD. 112 (PHILLIPS Ö EQUIVALENTE),24,PZ,4920.00,ADJUDICACION DIRECTA-ART 42
22B0621,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,CANDADO MOD. 114 (PHILLIPS 1 EQUIVALENTE),12,PZ,3900.00,ADJUDICACION DIRECTA-ART 42
22B0622,MEJIA RAUDRY HUGO,21101,Materiales y utiles de oficina,SELLO DE GOMA DIFERENTES LEYENDAS AUTOENTINTABL,1,PZ,390.00,ADJUDICACION DIRECTA-ART 42
22B0623,FRANCISCO ALBERTO HERNANDEZ NAVA,29801,Refacciones y accesorios menores de maquinaria y otros equipos,TAMBO DE LAMINA c/TAPAARILLO Y TORNILLO (200 L,700,PZ,291900.00,ADJUDICACION DIRECTA-ART 42
22B0624,"QUIMICA MEXICANA INDUSTRIAL, S.A. D",26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de produccion",DESENGRASANTE LEXITE EN AEROSOL (BOTE DE 298 MLT,24,EN,13366.00,ADJUDICACION DIRECTA-ART 42
22B0625,METALESY COBRES DE ECATEPEC SA DE CV,24801,Materiales complementarios,LAMINA DE ACERO INOX.CAL 18 DE 4' X 10' PIES,2,PZ,14325.60,ADJUDICACION DIRECTA-ART 42
22B0626,EMCO CNC DE MêXICO S.A DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,Cilindro de sujecion Emco ZVE203755 Rîhm SZS 46/,1,PZ,142386.36,ADJUDICACION DIRECTA-ART 42
22B0626,EMCO CNC DE MêXICO S.A DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,Tuerca  del torno Emco Mat 20D D3A050050Z,2,PZ,2776.86,ADJUDICACION DIRECTA-ART 42
22B0626,EMCO CNC DE MêXICO S.A DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,Tuerca de fijacion del torno Emco Mat 20D D1A050,2,PZ,1989.39,ADJUDICACION DIRECTA-ART 42
22B0626,EMCO CNC DE MêXICO S.A DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,Tornillo de avance del torno Emco Mat 20D D3A051,2,PZ,7625.99,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,RONDANA PLANA DE 1/4,220,PZ,220.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO ALLEN C.CIL.12X50 MM. PASO 1.5 C.C,120,PZ,2112.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO ALLEN CABEZA PLANA DE 4 X 8 MM. C/CORR,60,PZ,153.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO ALLEN C.CIL. 5X10 MM. PASO 0.80 C.COR,210,PZ,661.50,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO ALLEN C.CIL. 5X25 MM. PASO 0.80 C.COR,120,PZ,660.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO ALLEN C.CIL. 6X80 MM PASO 1.0 C. 25 M,86,PZ,559.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO ALLEN C.CIL. 8X16 MM. PASO 1.25 C. CO,120,PZ,474.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO ALLEN C.CIL. 8X20 MM. PASO 1.25 C. CO,120,PZ,474.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO ALLEN C.CIL. 8X25 MM. PASO 1.25 C. CO,120,PZ,504.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO ALLEN C.CIL. 8X30 MM. PASO 1.25 C. CO,120,PZ,672.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO ALLEN C.CIL. 8X35 MM. PASO 1.25 C. CO,120,PZ,834.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO ALLEN C.CIL. 8X40 MM. PASO 1.25 C. 25,60,PZ,450.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO ALLEN C.CIL. 10X25 MM. PASO 1.50 C.,120,PZ,1140.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO ALLEN C.CIL. 10X40 MM PASO 1.5  C. CO,120,PZ,1092.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO ALLEN C.CIL. 12X50 MM. PASO 1.75 C. C,120,PZ,2232.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO ALLEN C.PLANA 5X8 MM. LONG. TOTAL PASO,120,PZ,462.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO ALLEN C.PLANA 6X8 MM. PASO 1.0 C. COR,240,PZ,1188.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO ALLEN C.PLANA 8X16 MM. PASO 1.25 C. C,60,PZ,330.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO C.HEX. 5X15 MM.PASO 0.80 C.COR.,60,PZ,283.20,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO C.HEX. 8X70 MM. PASO 1.25 C. COR.,240,PZ,1908.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TUERCA HEX. DE 6 MM.PASO 1.0 5 MM. DE ESPES,180,PZ,320.40,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TUERCA HEX. DE 8 MM.PASO 1.25 6 MM. DE ESPE,60,PZ,99.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TUERCA HEX. DE 12 MM.PASO 1.75 6 MM. DE ESPE,96,PZ,3312.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TUERCA HEX. DE 10MM.PASO 1.5 MM. 6MM ESPESOR,96,PZ,3312.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,TORNILLO ALLEN C.CIL  4X40 MM. PASO 0.70 C.COR,120,PZ,384.00,ADJUDICACION DIRECTA-ART 42
22B0627,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,Roldana con chaflo†n (1mmx45¯) de ùetx 24.5mm.,180,PZ,540.00,ADJUDICACION DIRECTA-ART 42
22B0628,"ELECTRICA MOL, S.A. DE C.V.",24601,Materialelectrico y electronico,APAGADOR COLA DE RATA 1POLO 1 TIRO,8,PZ,1480.00,ADJUDICACION DIRECTA-ART 42
22B0628,"ELECTRICA MOL, S.A. DE C.V.",24601,Materialelectrico y electronico,LAMPARA DE MANO DE LEDSRECARGABLE (STEREN O SIM,4,PZ,1676.00,ADJUDICACION DIRECTA-ART 42
22B0629,M.I. QUIMICA PROCESOS S. DE R.L. DE,25101,Productos quimicos basicos,SOLUCION ACUOSA DE HIDROXIDO DE SODIO (NaOH),12000,LT,273600.00,ADJUDICACION DIRECTA-ART 42
22B0630,RELECTRONI CONTROL Y AUTOMATIZACION IZACION INDUSTRIAL S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,SENSOR DE COLOR 12.5 MMLE 24 VCD PNP,6,PZ,53928.00,ADJUDICACION DIRECTA-ART 42
22B0631,"BANDAS, INSTALACIONES Y SERVICIOS SA",29801,Refacciones y accesorios menores de maquinaria y otros equipos,"Banda de poliuretano rugosa de dos capas, de 27",2,PZ,50300.00,ADJUDICACION DIRECTA-ART 42
22B0632,"ELECTRICA MOL, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,SELECTOR DE 2 POSICIONESCON RETENCION DE 22 MM.,6,PZ,2034.00,ADJUDICACION DIRECTA-ART 42
22B0633,"ELECTRICA MOL, S.A. DE C.V.",24601,Materialelectrico y electronico,GABINETE PARA CONTROL 300X250X200 MM. MCA. HIMEL,2,PZ,4338.00,ADJUDICACION DIRECTA-ART 42
22B0633,"ELECTRICA MOL, S.A. DE C.V.",24601,Materialelectrico y electronico,"VARILLA COOPERWELL P/TIERRA COMERCIAL 5/8"" X 3MT",3,PZ,1341.00,ADJUDICACION DIRECTA-ART 42
22B0634,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,LIJA DE ESMERIL MEDIANAJ-71 (FANDELLI),177,PZ,3115.20,ADJUDICACION DIRECTA-ART 42
22B0634,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,LIJA DE ESMERIL GRUESA J-71 (FANDELLI),280,PZ,5236.00,ADJUDICACION DIRECTA-ART 42
22B0634,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,LIJA DE AGUA GRANO 1000,204,PZ,2550.00,ADJUDICACION DIRECTA-ART 42
22B0634,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,LIJA DE AGUA # 1500,253,PZ,3668.50,ADJUDICACION DIRECTA-ART 42
22B0634,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,LOCTITE NO.495 (20 GMS).O EQUIVALENTE.,6,PZ,4800.00,ADJUDICACION DIRECTA-ART 42
22B0634,"FERRESUIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,LOCTITE No. 242  (50 MLS.) O EQUIVALENTE.,2,PZ,2190.00,ADJUDICACION DIRECTA-ART 42
22B0635,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,BANDA B-90 EN V,6,PZ,1110.00,ADJUDICACION DIRECTA-ART 42
22B0635,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,"BANDA B-92. EN ""V""(HI-POWER)",4,PZ,720.00,ADJUDICACION DIRECTA-ART 42
22B0635,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,Balero NUP-211-ECP,6,PZ,10380.00,ADJUDICACION DIRECTA-ART 42
22B0635,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,Rodamientos de rodillos esfericos 22310 E,3,PZ,9594.00,ADJUDICACION DIRECTA-ART 42
22B0635,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,BALERO 6308 Z (40X90X23MM) RODAMIENTO RIGIDO DE,12,PZ,3660.00,ADJUDICACION DIRECTA-ART 42
22B0635,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,BALERO 6001 ZZ C4,16,PZ,1120.00,ADJUDICACION DIRECTA-ART 42
22B0635,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,BALERO 6005 ZZ (25X47X12MM.) RODAMIENTO RIGIDO,5,PZ,425.00,ADJUDICACION DIRECTA-ART 42
22B0635,DISIND SERBAINCO S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,RETEN DE 20 X 30 X 7 MM.,6,PZ,330.00,ADJUDICACION DIRECTA-ART 42
22B0636,"CIFERIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,PASTA DE DIAMANTE DE 3MICRAS (OP-3 JERINGA DE,36,PZ,8997.48,ADJUDICACION DIRECTA-ART 42
22B0636,"CIFERIN, S.A. DE C.V.",29801,Refacciones y accesorios menores de maquinaria y otros equipos,PASTA DE DIAMANTE DE 9MICRAS (OP-9 JERINGA DE,36,PZ,9921.60,ADJUDICACION DIRECTA-ART 42
22B0637,"ELECTRICA MOL, S.A. DE C.V.",24601,Materialelectrico y electronico,LAMPARA DE MANO DE LEDSRECARGABLE (STEREN O SIM,12,PZ,5028.00,ADJUDICACION DIRECTA-ART 42
22B0638,"MUNCHMEYER-CALDERON, S.A. DE C.V.",23801,Mercancias para su comercializacion en tiendas del sector p,CAPSULA DE ACRILICO P/MED. DE 38 MM. DIAM.,3000,JG,48420.00,ADJUDICACION DIRECTA-ART 42
22B0638,"MUNCHMEYER-CALDERON, S.A. DE C.V.",23801,Mercancias para su comercializacion en tiendas del sector p,Ma. LUISA PARA CAPSULA DIAMETRO 38 x16 x 3.5,500,PZ,4810.00,ADJUDICACION DIRECTA-ART 42
22B0639,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,MOPS  DE 90.0CMS DE ANCHO COMPLETO C/ESTRUCTURA,10,PZ,3358.00,ADJUDICACION DIRECTA-ART 42
22B0639,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,JALADOR DE AGUA P/PISO,15,PZ,825.00,ADJUDICACION DIRECTA-ART 42
22B0639,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,RECOGEDOR DE LAMINA C/MANGO,15,PZ,852.00,ADJUDICACION DIRECTA-ART 42
22B0639,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,REPUESTO  PARA MOP DE 90CMS.,20,PZ,4120.00,ADJUDICACION DIRECTA-ART 42
22B0639,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,REPUESTO PARA MOP'S DE60 CMS.,24,PZ,3696.00,ADJUDICACION DIRECTA-ART 42
22B0639,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,CUBETA/EXPRIMIDOR35 CUARTOS DE GAL.,2,PZ,7557.60,ADJUDICACION DIRECTA-ART 42
22B0639,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,LIMPIADOR LIQUIDO FABULOSO.,720,LT,27216.00,ADJUDICACION DIRECTA-ART 42
22B0640,INTER PRICE LOGISTICA SA DE,29801,Refacciones y accesorios menores de maquinaria y otros equipos,UNIDAD DE CONTROL DE IMPULSO Y SENTIDO DE AVANCE,1,PZ,62221.77,ADJUDICACION DIRECTA-ART 42
22B0641,JAPAY SA DE CV,29801,Refacciones y accesorios menores de maquinaria y otros equipos,BRAZO ARMADO COMPLETO NOSERIE 015389-800,5,PZ,97775.99,ADJUDICACION DIRECTA-ART 42
22B0642,GUILLERMO HUERTA MARTINEZ,29101,Herramientas menores,LLAVE DE GOLPE POLIGONALACODADA DE 36 MM.,2,PZ,9788.00,ADJUDICACION DIRECTA-ART 42
22B0643,GRUPO TEXTIL FILTER S.A. DE C.V.,29801,Refacciones y accesorios menores de maquinaria y otros equipos,LONA DOBLE DEPOLIPROPILENO CON CILIND,10,PZ,8500.00,ADJUDICACION DIRECTA-ART 42
22B0644,INTER PRICE LOGISTICA SA DE,29801,Refacciones y accesorios menores de maquinaria y otros equipos,KIT DE CARBONES PARA MONTACARCAS CLARK No. 18109,2,PZ,5519.42,ADJUDICACION DIRECTA-ART 42
22B0645,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,LIMPIADOR LIQUIDO FABULOSO.,72,LT,2721.60,ADJUDICACION DIRECTA-ART 42
22B0645,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,REPUESTO  PARA MOP DE 90CMS.,6,PZ,1236.00,ADJUDICACION DIRECTA-ART 42
22B0645,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,ACEITE PARA MOP'SBRILLAPISOS,20,LT,1590.40,ADJUDICACION DIRECTA-ART 42
22B0646,FAR Y CELTA INDUSTRIAL DE MEXICO S.A,29101,Herramientas menores,LENTE DE JOYERO (4 X)REF.KA40-814173 MITUTOYO,40,PZ,34000.00,ADJUDICACION DIRECTA-ART 42
22B0647,FAR Y CELTA INDUSTRIAL DE MEXICO S.A,29801,Refacciones y accesorios menores de maquinaria y otros equipos,Punta de contacto paraindicador de pestania,2,PZ,1012.00,ADJUDICACION DIRECTA-ART 42
22B0648,SOLUCIONES INDUSTRIALES MEGUSA SA DE CV.,24901,Otros materiales y articulos de construccion y reparacion,"Recubrimiento protectorantioxido, base+activado",2,PQ,15000.00,ADJUDICACION DIRECTA-ART 42
22B0649,COMERCIALIZADORA DE EQUIPOS AUTOMATI,29801,Refacciones y accesorios menores de maquinaria y otros equipos,Unidad de comunicacion Profinet E84DGFCRFJP LENZ,2,PZ,35734.00,ADJUDICACION DIRECTA-ART 42
22B0650,MARIELA ELIZABETH ALVAREZ CRUZ,24601,Materialelectrico y electronico,RECTIFICADOR TRIFASICO PTS/140C,3,PZ,13089.00,ADJUDICACION DIRECTA-ART 42
22B0651,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,29801,Refacciones y accesorios menores de maquinaria y otros equipos,ROLLO DE TOALLAS LIMPIADORAS HIDROTEJIDO,6,RL,807.00,ADJUDICACION DIRECTA-ART 42
22B0651,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,29801,Refacciones y accesorios menores de maquinaria y otros equipos,"APLICADORES CON PUNTA DE ALGODON INDUSTRIAL 6""",1,CJ,846.80,ADJUDICACION DIRECTA-ART 42
22B0652,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,Botes para basura con pedal con capac de 40 lts.,3,PZ,8731.20,ADJUDICACION DIRECTA-ART 42
22B0652,GRUPO INDUSTRIAL VILLALAY S.A. DE C.ITALIA #545,21601,Material de limpieza,CESTO DE BASURARUBBERMAID CHICO 28.9 CM,5,PZ,2540.00,ADJUDICACION DIRECTA-ART 42
22B0653,HECTOR REYES FORTANELLI,25301,Medicinas y productos farmaceuticos,AFRINEX CAPSULAS 20GRAGEAS,5,CJ,255.00,ADJUDICACION DIRECTA-ART 42
22B0653,HECTOR REYES FORTANELLI,25301,Medicinas y productos farmaceuticos,ASPIRINA 500 MG.,1,CJ,39.50,ADJUDICACION DIRECTA-ART 42
22B0653,HECTOR REYES FORTANELLI,25301,Medicinas y productos farmaceuticos,BLEFAMIDE NF. GOTASOFTALMICAS FCO C/15 ML.,5,PZ,3737.50,ADJUDICACION DIRECTA-ART 42
22B0653,HECTOR REYES FORTANELLI,25301,Medicinas y productos farmaceuticos,BETNOVATE CREMA,5,PZ,2675.00,ADJUDICACION DIRECTA-ART 42
22B0653,HECTOR REYES FORTANELLI,25301,Medicinas y productos farmaceuticos,BUSCAPINA COMPUESTATABLETAS. 30 GRAGEAS,10,CJ,5030.00,ADJUDICACION DIRECTA-ART 42
22B0653,HECTOR REYES FORTANELLI,25301,Medicinas y productos farmaceuticos,CLAVULIN 15 TABLETAS.,5,CJ,2810.00,ADJUDICACION DIRECTA-ART 42
22B0653,HECTOR REYES FORTANELLI,25301,Medicinas y productos farmaceuticos,DOLAC TABLETA 10 MG.,20,CJ,2920.00,ADJUDICACION DIRECTA-ART 42
22B0653,HECTOR REYES FORTANELLI,25301,Medicinas y productos farmaceuticos,DIGENOR PLUS 30 CAPSULAS,10,CJ,2360.00,ADJUDICACION DIRECTA-ART 42
22B0653,HECTOR REYES FORTANELLI,25301,Medicinas y productos farmaceuticos,DEXABION SOLUCIONINYECTABLE.,10,CJ,2730.00,ADJUDICACION DIRECTA-ART 42
22B0653,HECTOR REYES FORTANELLI,25301,Medicinas y productos farmaceuticos,DEBRIDAT TABLETAS 200 MGCON 40 TABS.,10,cj,6990.00,ADJUDICACION DIRECTA-ART 42
